item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at,description_clean,city
1,Korean Spicy Paneer Burger,"""Crunchy Soft Paneer patty dunked in hot and sweet Korean glaze with Korean",299.0,Burgers,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Paneer Burger category: Burgers description: ""Crunchy Soft Paneer patty dunked in hot and sweet Korean glaze with Korean",Ncr
2,Korean Spicy Chicken Burger,"""Crunchy Juicy whole muscle chicken patty dunked in hot and sweet Korean glaze",299.0,Burgers,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Chicken Burger category: Burgers description: ""Crunchy Juicy whole muscle chicken patty dunked in hot and sweet Korean glaze",Ncr
3,Korean Spicy Fries,"""Cheesy Fries with hot and sweet Korean glaze. 
Qty: 174 Gms| Kcal: 496.70",159.0,Sides & Snacks,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Fries category: Sides & Snacks description: ""Cheesy Fries with hot and sweet Korean glaze. 
Qty: 174 Gms| Kcal: 496.70",Ncr
4,2Crispy Veg Double Patty Burger+Korean Spicy Fries,,357.0,Meal Combos,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,2Crispy Veg Double Patty Burger+Korean Spicy Fries category: Meal Combos,Ncr
5,Korean Spicy Chicken (4 Pc),"""Boneless Chicken dunked in hot and sweet Korean glaze.
Qty: 155 Gms| Kcal: 350.176",199.0,Sides & Snacks,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Chicken (4 Pc) category: Sides & Snacks description: ""Boneless Chicken dunked in hot and sweet Korean glaze.
Qty: 155 Gms| Kcal: 350.176",Ncr
6,Korean Spicy Chicken (4pc) + Crispy Chicken Burger,,298.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Chicken (4pc) + Crispy Chicken Burger category: Meal Combos,Ncr
7,Korean Spicy Chicken (7 Pc),"""Boneless Chicken dunked in hot and sweet Korean glaze. 
Qty: 221 Gms| Kcal:",299.0,Sides & Snacks,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Chicken (7 Pc) category: Sides & Snacks description: ""Boneless Chicken dunked in hot and sweet Korean glaze. 
Qty: 221 Gms| Kcal:",Ncr
8,Korean Spicy Chicken Wings (4pc),"""Chicken Wings dunked in hot and sweet Korean glaze.
Qty: 172 Gms| Kcal: 496.80",229.0,Sides & Snacks,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Korean Spicy Chicken Wings (4pc) category: Sides & Snacks description: ""Chicken Wings dunked in hot and sweet Korean glaze.
Qty: 172 Gms| Kcal: 496.80",Ncr
9,2Crispy Veg Burger+Korean Spicy Fries+2Coke,,399.0,Meal Combos,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,2Crispy Veg Burger+Korean Spicy Fries+2Coke category: Meal Combos,Ncr
10,2Crispy Chicken Burger+Korean Spicy Chicken(4pc)+2Coke,,449.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,2Crispy Chicken Burger+Korean Spicy Chicken(4pc)+2Coke category: Meal Combos,Ncr
11,2Whopper Jr Chicken+Korean Spicy Chicken(7pc),,509.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,2Whopper Jr Chicken+Korean Spicy Chicken(7pc) category: Meal Combos,Ncr
12,2Whopper Jr Veg+2Korean Spicy Fries,,509.0,Meal Combos,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,2Whopper Jr Veg+2Korean Spicy Fries category: Meal Combos,Ncr
13,Korean Spicy Paneer Burger Meal,,449.0,Meal Combos,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Paneer Burger Meal category: Meal Combos,Ncr
14,Korean Spicy Chicken Burger Meal,,449.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Chicken Burger Meal category: Meal Combos,Ncr
15,Korean Spicy Paneer+Korean Spicy Fries(M),,359.0,Meal Combos,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Paneer+Korean Spicy Fries(M) category: Meal Combos,Ncr
16,Korean Spicy Chicken+Korean Spicy Fries(M),,359.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Chicken+Korean Spicy Fries(M) category: Meal Combos,Ncr
17,Korean Spicy Chicken Wings(4pc) + Korean Spicy Chicken (4pc),,379.0,Meal Combos,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Korean Spicy Chicken Wings(4pc) + Korean Spicy Chicken (4pc) category: Meal Combos,Ncr
18,Crispy Veg Burger,"Our best-selling burger with crispy veg patty, fresh onion and our signature sauce",70.0,Burgers,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Crispy Veg Burger category: Burgers description: Our best-selling burger with crispy veg patty, fresh onion and our signature sauce",Ncr
19,Crispy Chicken Burger,"Crispy Chicken Patty, Onion & Our Signature Tomato Herby Sauce. 
Qty: 125 Gms|",99.0,Burgers,False,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Crispy Chicken Burger category: Burgers description: Crispy Chicken Patty, Onion & Our Signature Tomato Herby Sauce. 
Qty: 125 Gms|",Ncr
20,Veg Makhani Burst Burger,Enjoy Makhani Flavour With Mix Veg Patty Topped Up With Onion,80.0,Burgers,True,Burger King,"13/29 & 13/30, Ajmal Khan Road, Karol Bagh, New Delhi, Karol Bagh, New Delhi, New Delhi","[""+911149045132""]","[""Burgers"", ""Fast Food"", ""Desserts"", ""Shakes""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 9am \u2013 12midnight (Today)""}]",3.7,4.2,704,41800,https://www.zomato.com/ncr/burger-king-karol-bagh-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Veg Makhani Burst Burger category: Burgers description: Enjoy Makhani Flavour With Mix Veg Patty Topped Up With Onion,Ncr
