item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at,description_clean,city
494,10 Mins Naples - Margherita Pizza with Goat Cheese(4 Slice),An authentic Naples pizza prepared with our signature pizza base & our classic,625.0,Pizza,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,10 Mins Naples - Margherita Pizza with Goat Cheese(4 Slice) category: Pizza description: An authentic Naples pizza prepared with our signature pizza base & our classic,Ncr
495,10 Mins Naples - Pepperoni(pork) Pizza(4 Slice),An authentic Naples pizza prepared with our signature pizza base & our classic,695.0,Pizza,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,10 Mins Naples - Pepperoni(pork) Pizza(4 Slice) category: Pizza description: An authentic Naples pizza prepared with our signature pizza base & our classic,Ncr
496,10 Mins Naples - Flame Grilled Chicken Pizza(4 Slice),An authentic Naples pizza prepared with our signature pizza base & our classic,695.0,Pizza,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,10 Mins Naples - Flame Grilled Chicken Pizza(4 Slice) category: Pizza description: An authentic Naples pizza prepared with our signature pizza base & our classic,Ncr
497,10 Mins Naples - Pepperoni(pork) Pizza with Jalapeno (4 Slice),An authentic Naples pizza prepared with our signature pizza base & our classic,745.0,Pizza,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,10 Mins Naples - Pepperoni(pork) Pizza with Jalapeno (4 Slice) category: Pizza description: An authentic Naples pizza prepared with our signature pizza base & our classic,Ncr
498,Naples - Margherita Pizza(4 Slice) + Mini Garlic Bread,,645.0,Meal Combos,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Naples - Margherita Pizza(4 Slice) + Mini Garlic Bread category: Meal Combos,Ncr
499,Naples - Mushroom With Truffle Oil Pizza(4 Slice) + Mini Garlic Bread,,775.0,Meal Combos,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Naples - Mushroom With Truffle Oil Pizza(4 Slice) + Mini Garlic Bread category: Meal Combos,Ncr
500,Naples - Pepperoni(pork) Pizza(4 Slice) + Mini Garlic Bread,,775.0,Meal Combos,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Naples - Pepperoni(pork) Pizza(4 Slice) + Mini Garlic Bread category: Meal Combos,Ncr
501,Naples - Peri Peri Chicken Pizza(4 Slice) + Mini Garlic Bread,,745.0,Meal Combos,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Naples - Peri Peri Chicken Pizza(4 Slice) + Mini Garlic Bread category: Meal Combos,Ncr
502,Naples - Pizza Pollo(4 Slice) + Mini Garlic Bread,,745.0,Meal Combos,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Naples - Pizza Pollo(4 Slice) + Mini Garlic Bread category: Meal Combos,Ncr
503,Stuffed Pizza Bread - Pesto and Sundried Tomato with Vegan Cheese,"Our Authentic Stuffed Pizza bread has pesto sauce,  sundried tomatoes and Vegan",595.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Stuffed Pizza Bread - Pesto and Sundried Tomato with Vegan Cheese category: Sides & Snacks description: Our Authentic Stuffed Pizza bread has pesto sauce,  sundried tomatoes and Vegan",Ncr
504,Twisty Bread - Pesto with Vegan Cheese,"Our Authentic Twisty Pizza bread has pesto sauce, and Vegan Cheese",545.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Twisty Bread - Pesto with Vegan Cheese category: Sides & Snacks description: Our Authentic Twisty Pizza bread has pesto sauce, and Vegan Cheese",Ncr
505,Truffle Garlic bread,Our truffle garlic bread has herbs mixed butter & mozzarella cheese,495.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Truffle Garlic bread category: Sides & Snacks description: Our truffle garlic bread has herbs mixed butter & mozzarella cheese,Ncr
506,Cheese And Garlic Pizza Sticks,Our garlic pizza sticks has herbs mixed butter & mozzarella cheese,445.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Cheese And Garlic Pizza Sticks category: Sides & Snacks description: Our garlic pizza sticks has herbs mixed butter & mozzarella cheese,Ncr
507,Garlic Pizza Sticks,Our Garlic Pizza Sticks has herbs mixed butter spread all over the garlic,395.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Garlic Pizza Sticks category: Sides & Snacks description: Our Garlic Pizza Sticks has herbs mixed butter spread all over the garlic,Ncr
508,Stuffed Pizza Bread - Pesto & Sundried Tomatoes,"Our authentic stuffed pizza bread has tomato sauce, pesto sauce, sun-dried tomatoes &",595.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Stuffed Pizza Bread - Pesto & Sundried Tomatoes category: Sides & Snacks description: Our authentic stuffed pizza bread has tomato sauce, pesto sauce, sun-dried tomatoes &",Ncr
509,Stuffed Pizza Bread - Creamy Mushroom,Our authentic stuffed pizza bread has creamy mushrooms & bechemal sauce,595.0,Sides & Snacks,True,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,Stuffed Pizza Bread - Creamy Mushroom category: Sides & Snacks description: Our authentic stuffed pizza bread has creamy mushrooms & bechemal sauce,Ncr
510,Stuffed Pizza Bread - Bacon & Mushroom,"Our authentic stuffed pizza bread has mozzeralla cheese, bechemal sauce, mushrooms & crispy",595.0,Sides & Snacks,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Stuffed Pizza Bread - Bacon & Mushroom category: Sides & Snacks description: Our authentic stuffed pizza bread has mozzeralla cheese, bechemal sauce, mushrooms & crispy",Ncr
511,Stuffed Pizza Bread - Pesto Pulled Chicken,"Our authentic stuffed pizza bread has pesto sauce, mozzaralla cheese, pulled chicken breast",595.0,Sides & Snacks,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Stuffed Pizza Bread - Pesto Pulled Chicken category: Sides & Snacks description: Our authentic stuffed pizza bread has pesto sauce, mozzaralla cheese, pulled chicken breast",Ncr
512,Stuffed Pizza Bread - Pepperoni(Pork) & Mozzarella Cheese,"Our authentic stuffed pizza bread has tomato sauce, mozzarella cheese & pepperoni (pork)",595.0,Sides & Snacks,False,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911,"Stuffed Pizza Bread - Pepperoni(Pork) & Mozzarella Cheese category: Sides & Snacks description: Our authentic stuffed pizza bread has tomato sauce, mozzarella cheese & pepperoni (pork)",Ncr
