item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at
441,NY - All Chicken Pizza,A classic NY style pizza prepared with our signature pizza base & our,975.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
442,NY - All Meat Pizza,A classic NY style pizza prepared with our signature pizza base & our,975.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
443,NY - All Pork Pizza,An authentic pizza prepared with our signature NY pizza base & our classic,975.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
444,NY - Peri Peri Grilled Chicken Pizza [Extra Spicy],Our spiciest and tangiest peri peri sauce in a classic NY style pizza,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
445,NY - Peri Peri Smoked Chicken Pizza [Extra Spicy],Our spiciest and tangiest peri peri sauce in a classic NY style pizza,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
446,NY - Pepperoni Pizza (pork),A classic NY style pepperoni pizza prepared with our signature white pizza base,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
447,NY - Spicy Chicken Pizza,A classic NY style pizza prepared with our signature pizza base & our,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
448,Chicago Deep Dish - Peri Peri Mix Veg Pizza,A classic Chicago deep dish pizza prepared with our signature pizza base &,1195.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
449,Chicago Deep Dish Pizza - All Veg Pizza,A classic Chicago deep dish pizza prepared with our signature pizza base &,1295.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
450,Chicago Deep Dish - Peri Peri Chicken Pizza,A classic Chicago deep dish pizza prepared with our signature pizza base &,1195.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
451,Chicago Deep Dish Pizza - Pepperoni Pizza,A classic Chicago deep dish pizza prepared with our signature pizza base &,1295.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
452,Chicago Deep Dish - All Meat Lover Pizza,A classic Chicago deep dish pizza prepared with our signature pizza base &,1295.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
453,Chicago Deep Dish - Chicken Pizza,"""A classic Chicago deep dish pizza prepared with our signature pizza base &",1295.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
454,Detroit - Grilled Mushroom Pizza,A classic Detroit style pizza prepared with our signature pizza base & our,875.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
455,Detroit - Olive & Sundried Tomatoes Pizza,A classic Detroit style pizza prepared with our signature pizza base & our,875.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
456,Detroit - Pepperoni ( Pork ) Pizza,A Classic Detroit Style Pizza prepared with our signature pizza base & our,875.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
457,Detroit - Grilled Chicken With Roasted Pepper Pizza,An authentic Detroit style pizza prepared with our signature pizza base & our,875.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
458,Korean - Eol-eol-han Paneer Pizza [Extra Spicy],Our spiciest and tangiest peri peri sauce prepared with our signature NY pizza,945.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
459,Korean - Hwakkun-han Mushroom Pizza [Extra Spicy],[Veg Preparation] A classic NY style pizza prepared with our signature pizza base,945.0,Pizza,true,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
460,Korean - Maeun Smoked Chicken Pizza [Extra Spicy],Our spiciest and tangiest peri peri sauce in a classic NY style pizza,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
461,Korean - Maeun Grilled Chicken Pizza [Extra Spicy],Our spiciest and tangiest peri peri sauce in a classic NY style pizza,995.0,Pizza,false,Nomad Pizza - Traveller Series,"Shop 73, Bhagat Singh Market, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918851083177""]","[""Pizza"", ""Italian"", ""Fast Food"", ""Desserts"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 5am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 6am, 11am \u2013 12midnight (Today)""}]",4.1,4.2,2091,2091,https://www.zomato.com/ncr/nomad-pizza-traveller-series-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
