item_id,item_name,item_description,item_price,item_category,item_is_veg,restaurant_name,restaurant_address,restaurant_phone_numbers,restaurant_cuisines,restaurant_opening_hours,restaurant_dining_rating,restaurant_delivery_rating,restaurant_dining_ratings_count,restaurant_delivery_ratings_count,restaurant_source_url,created_at,updated_at
233,Paneer Tikka Kepsa Biryani [Serves 1],[Accompanied with an Onion Raita] (600gms) Traditionally smoked and charcoal cooked paneer tikka,439.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
234,"Chicken Seekh Kepsa Biryani [Boneless, Serves 1]",[Accompanied with Onion Raita] (600gms) Two (2) pieces of soft and succulent chicken,419.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
235,"Dum Chicken Tikka Biryani [Boneless, Serves 2]","[Accompanied with Onion Raita] (1200gms) Koyla smoked chicken tikka, slow cooked on dum",859.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
236,"Classic Chicken Biryani [Boneless, Serves 2]","[Accompanied with Onion Raita] (1200gms) Boneless pieces of chicken, slow cooked on dum",799.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
237,"Hyderabadi Chicken Biryani [Boneless, Serves 2]","[Accompanied with Onion Raita] (1200gms) Slow cooked boneless chicken, cooked in hyderabadi spices,",819.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
238,Egg and Potato Biryani [Serves 2],"[Accompanied with Onion Raita] (1200gms) Hard boiled egg and fried potato, cooked in",679.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
239,"Chicken Seekh Biryani [Boneless, Serves 2]",[Accompanied with Onion Raita] (1200gms) Sigdi grilled chicken seekh cooked in a classic,759.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
240,"Afghani Chicken Tikka Biryani [Boneless, Serves 2]",[Accompanied with Onion Raita] (1200gms) Our signature freshly cooked chicken in an afghani,859.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
241,"Butter Chicken Biryani [Boneless, Serves 2]","[Accompanied with Onion Raita] (1200gms) Our classic murgh makhani, completed its further education",899.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
242,"Chicken Tandoori Biryani [With Bone, Serves 2]","[Accompanied with Onion Raita] (1200gms) Tandoori chicken, slow cooked on dum with layered",939.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
243,"Chicken 65 Biryani [Boneless,Serves 2]","[Accompanied with Onion Raita] (1 kg) Our take on the classic fusion favorite,",859.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
244,Koyla Smoked Paneer Tikka Biryani [Serves 2],"[Accompanied with Onion Raita] (1200gms) Smoked paneer, slow cooked in a classic biryani",859.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
245,Classic Veg Biryani [Serves 2],"Accompanied with onion raita] (1200 gms) Assorted exotic veggies (broccoli, bell peppers and",779.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
246,Bhuna Jackfruit Biryani [Serves 2],[Accompanied with Onion Raita] (1200gms) A favourite among the vegetarians that are part,779.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
247,Hyderabadi Veg and Paneer Biryani [Serves 2],"[Accompanied with Onion Raita] (1200gms) Freshly sauteed vegetables and paneer, cooked in hyderabadi",799.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
248,Awadhi Veg Biryani [Serves 2],"[Accompanied with Onion Raita] (1200gms) Veggies cooked in an awadhi gravy, layered with",779.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
249,Dum Hyderabadi Jackfruit Biryani [Serves 2],"[Accompanied with Onion Raita] (1 kg) Juicy, fall apart jackfruit chunks are marinated",919.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
250,Chicken Tandoori Kepsa Biryani [Serves 2],[Accompanied with Onion Raita] (1200gms) Half tandoori chicken of one breast and one,899.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
251,"Chicken Tikka Kepsa Biryani [Boneless, Serves 2]",[Accompanied with Onion Raita] (1200gms) Eight (8) pieces of traditionally smoked and charcoal,859.0,Biryani & Rice Dishes,false,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
252,Paneer Tikka Kepsa Biryani [Serves 2],[Accompanied with Onion Raita] (1200gms) Eight (8) pieces of traditionally smoked and charcoal,859.0,Biryani & Rice Dishes,true,"House Of Biryan- Biryani, Kepsa And More","M/48/2 And 3, Ground Floor, Connaught Place, New Delhi, Connaught Place, New Delhi, New Delhi","[""+918282825325""]","[""Biryani"", ""Kebab"", ""Rolls"", ""Mandi"", ""Awadhi"", ""Beverages""]","[{""day"": ""Monday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Tuesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Wednesday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Thursday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Friday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Saturday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}, {""day"": ""Sunday"", ""hours"": ""12midnight \u2013 4am, 11am \u2013 12midnight (Today)""}]",4.5,4.5,1403,1403,https://www.zomato.com/ncr/house-of-biryan-biryani-kepsa-and-more-connaught-place-new-delhi/order,2025-04-23T17:37:39.256911,2025-04-23T17:37:39.256911
